event_id,date,timestamp,shift,furnace,alloy,part_type,pour_position,pour_temp_c,mold_preheat_c,shell_humidity_rh,parts_cast,parts_good,parts_scrap,first_time_yield,defects,pour_duration_min,effective_yield_target
EVT-10136,2025-10-06,2025-10-06 23:27:00,Night,VIM-03,IN738,HPT Blade,3,1507.2,1045.1,48.1,4,2,2,0.5,"[""Stray Grain"", ""Dimensional""]",42.4,0.724
EVT-10137,2025-10-06,2025-10-07 00:21:00,Night,VIM-02,IN718,HPT Blade,4,1503.6,1058.5,51.4,6,5,1,0.833,"[""Inclusion""]",42.4,0.78
EVT-10138,2025-10-06,2025-10-07 01:09:00,Night,VIM-01,IN718,Shroud,5,1503.9,1044.4,50.4,8,6,2,0.75,"[""Dimensional"", ""Porosity""]",34.6,0.78
EVT-10139,2025-10-06,2025-10-07 01:44:00,Night,VIM-01,Waspaloy,LPT Blade,6,1496.7,1043.6,47.9,4,3,1,0.75,"[""Hot Tear""]",38.3,0.8
EVT-10140,2025-10-07,2025-10-07 05:44:00,Day,VIM-04,René-80,HPT Blade,1,1510.5,1059.6,48.7,8,4,4,0.5,"[""Inclusion"", ""Misrun"", ""Hot Tear"", ""Dimensional""]",30.2,0.74
EVT-10141,2025-10-07,2025-10-07 07:19:00,Day,VIM-01,IN738,Shroud,2,1528.3,1066.7,50.4,8,4,4,0.5,"[""Porosity"", ""Inclusion"", ""Inclusion"", ""Inclusion""]",27.7,0.77
EVT-10142,2025-10-07,2025-10-07 07:40:00,Day,VIM-03,IN738,HPT Blade,3,1534.2,1052.8,45.8,8,7,1,0.875,"[""Inclusion""]",36.1,0.762
EVT-10143,2025-10-07,2025-10-07 08:08:00,Day,VIM-01,IN718,LPT Blade,4,1497.7,1075.3,48.5,8,5,3,0.625,"[""Inclusion"", ""Stray Grain"", ""Misrun""]",31.0,0.82
EVT-10144,2025-10-07,2025-10-07 09:07:00,Day,VIM-04,IN718,Shroud,5,1495.6,1056.7,49.6,6,4,2,0.667,"[""Porosity"", ""Shell Crack""]",32.1,0.82
EVT-10145,2025-10-07,2025-10-07 09:56:00,Day,VIM-01,IN738,HPT Blade,6,1503.3,1080.0,54.4,8,7,1,0.875,"[""Inclusion""]",30.5,0.757
EVT-10146,2025-10-07,2025-10-07 10:18:00,Day,VIM-04,Waspaloy,Shroud,7,1486.2,1060.4,47.4,8,6,2,0.75,"[""Dimensional"", ""Dimensional""]",44.0,0.84
EVT-10147,2025-10-07,2025-10-07 11:11:00,Day,VIM-03,IN718,LPT Blade,8,1504.6,1023.8,49.8,8,6,2,0.75,"[""Shell Crack"", ""Porosity""]",33.1,0.82
EVT-10148,2025-10-07,2025-10-07 12:04:00,Day,VIM-03,IN738,Shroud,1,1522.3,1066.0,50.9,6,5,1,0.833,"[""Stray Grain""]",38.2,0.73
EVT-10149,2025-10-07,2025-10-07 12:45:00,Day,VIM-01,IN718,Seal Ring,2,1501.1,1069.4,42.8,6,5,1,0.833,"[""Inclusion""]",49.6,0.8
EVT-10150,2025-10-07,2025-10-07 13:32:00,Day,VIM-02,IN738,Nozzle Guide Vane,3,1538.2,1060.5,49.1,8,5,3,0.625,"[""Inclusion"", ""Dimensional"", ""Inclusion""]",41.1,0.754
EVT-10151,2025-10-07,2025-10-07 14:08:00,Day,VIM-03,Waspaloy,HPT Blade,4,1493.9,1028.1,48.6,6,4,2,0.667,"[""Porosity"", ""Shell Crack""]",33.8,0.84
EVT-10152,2025-10-07,2025-10-07 13:51:00,Swing,VIM-03,IN738,Combustor Liner,1,1515.9,1063.1,47.6,6,4,2,0.667,"[""Inclusion"", ""Dimensional""]",25.8,0.73
EVT-10153,2025-10-07,2025-10-07 14:36:00,Swing,VIM-04,IN718,Nozzle Guide Vane,2,1488.8,1055.9,54.5,8,7,1,0.875,"[""Inclusion""]",34.5,0.8
EVT-10154,2025-10-07,2025-10-07 15:45:00,Swing,VIM-02,IN718,HPT Blade,3,1509.7,1032.8,51.2,6,3,3,0.5,"[""Hot Tear"", ""Dimensional"", ""Inclusion""]",43.3,0.82
EVT-10155,2025-10-07,2025-10-07 15:46:00,Swing,VIM-01,IN718,LPT Blade,4,1508.7,1029.3,52.6,12,9,3,0.75,"[""Inclusion"", ""Inclusion"", ""Dimensional""]",37.9,0.82
EVT-10156,2025-10-07,2025-10-07 16:50:00,Swing,VIM-03,IN738,HPT Blade,5,1535.7,1075.5,51.2,4,3,1,0.75,"[""Dimensional""]",30.4,0.759
EVT-10157,2025-10-07,2025-10-07 17:54:00,Swing,VIM-04,IN738,Nozzle Guide Vane,6,1511.7,1043.1,48.8,8,7,1,0.875,"[""Porosity""]",31.2,0.79
EVT-10158,2025-10-07,2025-10-07 18:16:00,Swing,VIM-01,René-80,Nozzle Guide Vane,7,1521.8,1088.1,48.0,12,9,3,0.75,"[""Porosity"", ""Inclusion"", ""Porosity""]",31.5,0.779
EVT-10159,2025-10-07,2025-10-07 19:33:00,Swing,VIM-02,IN718,HPT Blade,8,1500.0,1039.8,47.8,8,5,3,0.625,"[""Inclusion"", ""Dimensional"", ""Porosity""]",25.1,0.82
EVT-10160,2025-10-07,2025-10-07 22:00:00,Night,VIM-03,René-80,HPT Blade,1,1497.4,1035.9,51.0,12,8,4,0.667,"[""Dimensional"", ""Stray Grain"", ""Shell Crack"", ""Inclusion""]",35.6,0.677
EVT-10161,2025-10-07,2025-10-07 22:36:00,Night,VIM-02,IN738,Seal Ring,2,1537.4,1048.1,46.0,8,8,0,1.0,[],28.9,0.695
EVT-10162,2025-10-07,2025-10-07 23:11:00,Night,VIM-02,René-80,Nozzle Guide Vane,3,1521.2,1084.2,46.4,8,7,1,0.875,"[""Dimensional""]",33.3,0.74
EVT-10163,2025-10-07,2025-10-08 00:12:00,Night,VIM-04,René-80,Nozzle Guide Vane,4,1501.3,1040.8,49.6,8,3,5,0.375,"[""Hot Tear"", ""Shell Crack"", ""Dimensional"", ""Inclusion"", ""Dimensional""]",43.1,0.76
EVT-10164,2025-10-07,2025-10-08 01:14:00,Night,VIM-02,CMSX-4,Seal Ring,5,1528.3,1078.1,49.1,6,4,2,0.667,"[""Shell Crack"", ""Misrun""]",33.6,0.538
EVT-10165,2025-10-08,2025-10-08 05:58:00,Day,VIM-04,René-80,Nozzle Guide Vane,1,1509.3,1047.0,53.0,8,6,2,0.75,"[""Porosity"", ""Stray Grain""]",35.5,0.74
EVT-10166,2025-10-08,2025-10-08 07:01:00,Day,VIM-01,IN738,LPT Blade,2,1514.2,1068.5,54.3,8,6,2,0.75,"[""Dimensional"", ""Dimensional""]",40.4,0.77
EVT-10167,2025-10-08,2025-10-08 07:12:00,Day,VIM-04,CMSX-4,LPT Blade,3,1557.7,1082.6,51.2,8,4,4,0.5,"[""Inclusion"", ""Stray Grain"", ""Dimensional"", ""Shell Crack""]",34.6,0.588
EVT-10168,2025-10-08,2025-10-08 08:22:00,Day,VIM-02,Waspaloy,LPT Blade,4,1498.2,1041.8,52.6,8,8,0,1.0,[],38.8,0.84
EVT-10169,2025-10-08,2025-10-08 08:54:00,Day,VIM-02,CMSX-4,HPT Blade,5,1550.9,1088.2,51.9,6,3,3,0.5,"[""Stray Grain"", ""Stray Grain"", ""Porosity""]",32.8,0.62
EVT-10170,2025-10-08,2025-10-08 09:44:00,Day,VIM-01,CMSX-4,HPT Blade,6,1558.1,1075.3,54.0,8,5,3,0.625,"[""Porosity"", ""Stray Grain"", ""Surface Finish""]",34.3,0.587
EVT-10171,2025-10-08,2025-10-08 10:18:00,Day,VIM-03,IN738,Seal Ring,7,1509.7,1073.4,52.8,4,4,0,1.0,[],41.7,0.769
EVT-10172,2025-10-08,2025-10-08 13:47:00,Swing,VIM-02,Waspaloy,HPT Blade,1,1502.0,1051.3,54.5,8,7,1,0.875,"[""Inclusion""]",39.3,0.78
EVT-10173,2025-10-08,2025-10-08 15:07:00,Swing,VIM-03,Waspaloy,HPT Blade,2,1484.7,1063.0,50.1,12,9,3,0.75,"[""Shell Crack"", ""Misrun"", ""Shell Crack""]",36.0,0.82
EVT-10174,2025-10-08,2025-10-08 15:32:00,Swing,VIM-04,IN718,Seal Ring,3,1490.0,1037.9,52.4,8,5,3,0.625,"[""Shell Crack"", ""Misrun"", ""Inclusion""]",39.1,0.82
EVT-10175,2025-10-08,2025-10-08 16:02:00,Swing,VIM-03,Waspaloy,Seal Ring,4,1484.7,1024.5,48.7,8,7,1,0.875,"[""Inclusion""]",41.2,0.84
EVT-10176,2025-10-08,2025-10-08 16:55:00,Swing,VIM-01,CMSX-4,Shroud,5,1524.7,1079.4,53.7,6,6,0,1.0,[],35.9,0.569
EVT-10177,2025-10-08,2025-10-08 17:42:00,Swing,VIM-01,IN718,Nozzle Guide Vane,6,1502.4,1054.3,51.7,8,8,0,1.0,[],34.2,0.82
EVT-10178,2025-10-08,2025-10-08 18:29:00,Swing,VIM-03,IN718,Nozzle Guide Vane,7,1512.4,1032.2,48.1,8,5,3,0.625,"[""Porosity"", ""Surface Finish"", ""Porosity""]",43.5,0.799
EVT-10179,2025-10-08,2025-10-08 19:17:00,Swing,VIM-04,Waspaloy,LPT Blade,8,1478.0,1046.0,52.1,8,5,3,0.625,"[""Misrun"", ""Porosity"", ""Hot Tear""]",30.6,0.84
EVT-10180,2025-10-08,2025-10-08 20:01:00,Swing,VIM-03,IN738,HPT Blade,1,1529.6,1052.9,51.0,6,3,3,0.5,"[""Porosity"", ""Surface Finish"", ""Porosity""]",30.8,0.73
EVT-10181,2025-10-08,2025-10-08 20:50:00,Swing,VIM-03,IN738,Nozzle Guide Vane,2,1544.8,1087.2,55.7,8,8,0,1.0,[],38.5,0.715
EVT-10182,2025-10-08,2025-10-08 21:54:00,Night,VIM-01,IN718,Combustor Liner,1,1502.2,1008.8,51.7,8,5,3,0.625,"[""Porosity"", ""Inclusion"", ""Shell Crack""]",35.0,0.72
EVT-10183,2025-10-08,2025-10-08 22:24:00,Night,VIM-04,IN718,Seal Ring,2,1490.7,1060.4,51.9,8,7,1,0.875,"[""Dimensional""]",40.6,0.76
EVT-10184,2025-10-08,2025-10-08 23:30:00,Night,VIM-04,René-80,Shroud,3,1512.0,1046.0,52.4,4,3,1,0.75,"[""Inclusion""]",36.3,0.76
EVT-10185,2025-10-09,2025-10-09 06:07:00,Day,VIM-04,IN738,HPT Blade,1,1522.1,1050.2,44.8,8,5,3,0.625,"[""Inclusion"", ""Shell Crack"", ""Hot Tear""]",30.1,0.73
EVT-10186,2025-10-09,2025-10-09 06:45:00,Day,VIM-03,IN718,Nozzle Guide Vane,2,1499.3,1057.3,45.3,6,5,1,0.833,"[""Dimensional""]",30.3,0.8
EVT-10187,2025-10-09,2025-10-09 07:33:00,Day,VIM-02,CMSX-4,HPT Blade,3,1559.0,1092.7,47.2,6,3,3,0.5,"[""Hot Tear"", ""Stray Grain"", ""Inclusion""]",31.3,0.585
EVT-10188,2025-10-09,2025-10-09 08:16:00,Day,VIM-02,IN718,Nozzle Guide Vane,4,1483.6,1079.8,50.5,6,4,2,0.667,"[""Stray Grain"", ""Porosity""]",34.4,0.793
EVT-10189,2025-10-09,2025-10-09 09:13:00,Day,VIM-01,IN718,HPT Blade,5,1501.1,1039.0,48.1,8,5,3,0.625,"[""Dimensional"", ""Inclusion"", ""Dimensional""]",33.2,0.82
EVT-10190,2025-10-09,2025-10-09 10:03:00,Day,VIM-03,René-80,Nozzle Guide Vane,6,1489.0,1043.0,47.8,6,5,1,0.833,"[""Stray Grain""]",40.8,0.762
EVT-10191,2025-10-09,2025-10-09 10:21:00,Day,VIM-01,IN738,Seal Ring,7,1514.8,1063.4,48.1,6,6,0,1.0,[],31.7,0.79
EVT-10192,2025-10-09,2025-10-09 11:15:00,Day,VIM-04,IN718,LPT Blade,8,1502.3,1056.7,47.6,6,5,1,0.833,"[""Shell Crack""]",36.3,0.82
EVT-10193,2025-10-09,2025-10-09 12:23:00,Day,VIM-03,IN718,Nozzle Guide Vane,1,1489.1,1065.5,51.3,6,4,2,0.667,"[""Inclusion"", ""Hot Tear""]",44.8,0.76
EVT-10194,2025-10-09,2025-10-09 12:41:00,Day,VIM-01,IN718,LPT Blade,2,1485.6,1044.1,49.3,4,3,1,0.75,"[""Shell Crack""]",36.8,0.776
EVT-10195,2025-10-09,2025-10-09 14:04:00,Swing,VIM-04,CMSX-4,LPT Blade,1,1543.0,1051.6,48.7,6,2,4,0.333,"[""Inclusion"", ""Shell Crack"", ""Dimensional"", ""Porosity""]",33.2,0.56
EVT-10196,2025-10-09,2025-10-09 14:53:00,Swing,VIM-04,CMSX-4,HPT Blade,2,1544.0,1085.8,47.2,12,7,5,0.583,"[""Dimensional"", ""Inclusion"", ""Inclusion"", ""Inclusion"", ""Misrun""]",30.8,0.6
EVT-10197,2025-10-09,2025-10-09 15:28:00,Swing,VIM-01,IN718,HPT Blade,3,1497.3,1043.1,46.7,4,3,1,0.75,"[""Hot Tear""]",34.9,0.82
EVT-10198,2025-10-09,2025-10-09 16:25:00,Swing,VIM-03,IN718,Nozzle Guide Vane,4,1497.8,1050.5,47.3,4,3,1,0.75,"[""Shell Crack""]",37.4,0.82
EVT-10199,2025-10-09,2025-10-09 16:49:00,Swing,VIM-03,IN738,LPT Blade,5,1517.3,1046.1,48.0,6,6,0,1.0,[],30.1,0.79
EVT-10200,2025-10-09,2025-10-09 17:38:00,Swing,VIM-02,CMSX-4,LPT Blade,6,1544.9,1073.4,44.8,6,5,1,0.833,"[""Dimensional""]",29.2,0.62
EVT-10201,2025-10-09,2025-10-09 18:38:00,Swing,VIM-04,IN718,Shroud,7,1479.0,1054.7,51.1,6,5,1,0.833,"[""Porosity""]",36.7,0.785
EVT-10202,2025-10-09,2025-10-09 19:11:00,Swing,VIM-03,CMSX-4,LPT Blade,8,1552.8,1085.2,46.4,8,3,5,0.375,"[""Porosity"", ""Inclusion"", ""Surface Finish"", ""Dimensional"", ""Porosity""]",28.4,0.62
EVT-10203,2025-10-09,2025-10-09 19:45:00,Swing,VIM-02,Waspaloy,HPT Blade,1,1516.5,1040.2,52.8,8,8,0,1.0,[],34.8,0.745
EVT-10204,2025-10-09,2025-10-09 20:49:00,Swing,VIM-03,IN718,Nozzle Guide Vane,2,1490.7,1062.5,50.4,6,6,0,1.0,[],31.3,0.8
EVT-10205,2025-10-09,2025-10-09 21:41:00,Swing,VIM-04,René-80,HPT Blade,3,1517.9,1071.2,46.1,8,7,1,0.875,"[""Inclusion""]",37.4,0.8
EVT-10206,2025-10-09,2025-10-09 22:16:00,Swing,VIM-04,IN718,Nozzle Guide Vane,4,1487.1,1078.7,46.1,6,4,2,0.667,"[""Inclusion"", ""Shell Crack""]",26.7,0.799
EVT-10207,2025-10-09,2025-10-09 23:02:00,Swing,VIM-04,CMSX-4,Nozzle Guide Vane,5,1553.5,1081.3,48.4,12,5,7,0.417,"[""Surface Finish"", ""Porosity"", ""Shell Crack"", ""Inclusion"", ""Porosity"", ""Misrun"", ""Inclusion""]",33.8,0.599
EVT-10208,2025-10-09,2025-10-09 23:36:00,Swing,VIM-01,CMSX-4,Shroud,6,1546.9,1086.5,48.2,8,6,2,0.75,"[""Porosity"", ""Hot Tear""]",30.7,0.62
EVT-10209,2025-10-09,2025-10-10 00:27:00,Swing,VIM-01,IN738,HPT Blade,7,1520.3,1053.5,45.9,6,4,2,0.667,"[""Surface Finish"", ""Porosity""]",25.0,0.79
EVT-10210,2025-10-09,2025-10-09 22:00:00,Night,VIM-04,Waspaloy,HPT Blade,1,1498.0,1046.5,52.2,8,6,2,0.75,"[""Inclusion"", ""Inclusion""]",40.6,0.74
EVT-10211,2025-10-09,2025-10-09 22:35:00,Night,VIM-04,Waspaloy,HPT Blade,2,1524.8,1026.5,48.5,4,3,1,0.75,"[""Shell Crack""]",37.1,0.734
EVT-10212,2025-10-09,2025-10-09 23:16:00,Night,VIM-03,CMSX-4,HPT Blade,3,1557.7,1085.7,51.4,6,3,3,0.5,"[""Shell Crack"", ""Inclusion"", ""Dimensional""]",41.1,0.548
EVT-10213,2025-10-09,2025-10-10 00:14:00,Night,VIM-03,René-80,Nozzle Guide Vane,4,1497.1,1038.3,50.8,6,4,2,0.667,"[""Porosity"", ""Shell Crack""]",31.4,0.737
EVT-10214,2025-10-09,2025-10-10 00:46:00,Night,VIM-03,IN738,LPT Blade,5,1508.5,1039.8,45.0,8,6,2,0.75,"[""Hot Tear"", ""Inclusion""]",26.6,0.727
EVT-10215,2025-10-09,2025-10-10 01:53:00,Night,VIM-01,IN718,Nozzle Guide Vane,6,1487.7,1047.0,48.8,8,8,0,1.0,[],43.5,0.76
EVT-10216,2025-10-09,2025-10-10 02:18:00,Night,VIM-01,IN738,HPT Blade,7,1512.3,1054.7,48.2,8,4,4,0.5,"[""Dimensional"", ""Inclusion"", ""Dimensional"", ""Inclusion""]",37.8,0.75
EVT-10217,2025-10-09,2025-10-10 03:18:00,Night,VIM-04,CMSX-4,HPT Blade,8,1538.5,1055.1,46.7,12,8,4,0.667,"[""Inclusion"", ""Dimensional"", ""Inclusion"", ""Inclusion""]",36.1,0.58
EVT-10218,2025-10-10,2025-10-10 06:01:00,Day,VIM-03,Waspaloy,Combustor Liner,1,1497.1,1048.4,50.2,6,6,0,1.0,[],31.9,0.78
EVT-10219,2025-10-10,2025-10-10 06:30:00,Day,VIM-02,IN718,HPT Blade,2,1501.9,1068.5,50.4,4,4,0,1.0,[],33.3,0.8
EVT-10220,2025-10-10,2025-10-10 07:51:00,Day,VIM-02,IN718,Nozzle Guide Vane,3,1506.9,1039.1,47.6,4,2,2,0.5,"[""Shell Crack"", ""Inclusion""]",38.0,0.82
EVT-10221,2025-10-10,2025-10-10 08:14:00,Day,VIM-01,IN718,Shroud,4,1486.1,1083.8,49.0,12,11,1,0.917,"[""Inclusion""]",40.7,0.797
EVT-10222,2025-10-10,2025-10-10 08:51:00,Day,VIM-01,IN738,LPT Blade,5,1512.7,1061.3,48.5,8,6,2,0.75,"[""Dimensional"", ""Inclusion""]",28.4,0.79
EVT-10223,2025-10-10,2025-10-10 14:00:00,Swing,VIM-03,IN718,Combustor Liner,1,1490.7,1071.0,46.0,6,5,1,0.833,"[""Shell Crack""]",41.4,0.76
EVT-10224,2025-10-10,2025-10-10 14:31:00,Swing,VIM-01,IN718,LPT Blade,2,1507.6,1070.5,45.2,6,6,0,1.0,[],36.7,0.8
EVT-10225,2025-10-10,2025-10-10 15:28:00,Swing,VIM-03,CMSX-4,Nozzle Guide Vane,3,1543.5,1063.3,47.6,6,6,0,1.0,[],30.4,0.62
EVT-10226,2025-10-10,2025-10-10 16:14:00,Swing,VIM-02,IN718,HPT Blade,4,1506.8,1022.4,47.5,8,7,1,0.875,"[""Inclusion""]",35.2,0.82
EVT-10227,2025-10-10,2025-10-10 16:45:00,Swing,VIM-01,IN738,Nozzle Guide Vane,5,1522.3,1048.3,49.6,8,7,1,0.875,"[""Porosity""]",31.6,0.79
EVT-10228,2025-10-10,2025-10-10 18:08:00,Swing,VIM-01,IN718,LPT Blade,6,1501.7,1027.7,47.7,6,5,1,0.833,"[""Inclusion""]",27.6,0.82
EVT-10229,2025-10-10,2025-10-10 18:20:00,Swing,VIM-02,CMSX-4,HPT Blade,7,1538.3,1086.7,48.2,6,5,1,0.833,"[""Inclusion""]",45.1,0.62
EVT-10230,2025-10-10,2025-10-10 19:27:00,Swing,VIM-04,IN718,LPT Blade,8,1501.6,1050.5,47.8,12,11,1,0.917,"[""Porosity""]",38.8,0.82
EVT-10231,2025-10-10,2025-10-10 20:05:00,Swing,VIM-03,IN738,Shroud,1,1520.1,1057.3,48.5,6,5,1,0.833,"[""Misrun""]",33.2,0.73
EVT-10232,2025-10-10,2025-10-10 20:56:00,Swing,VIM-01,IN718,Seal Ring,2,1530.0,1041.5,48.4,8,7,1,0.875,"[""Stray Grain""]",28.7,0.75
EVT-10233,2025-10-10,2025-10-10 21:35:00,Swing,VIM-02,René-80,Nozzle Guide Vane,3,1505.7,1064.7,48.8,12,10,2,0.833,"[""Hot Tear"", ""Dimensional""]",26.3,0.8
EVT-10234,2025-10-10,2025-10-10 21:59:00,Night,VIM-04,IN718,Combustor Liner,1,1508.5,1064.0,47.1,4,4,0,1.0,[],36.5,0.72
EVT-10235,2025-10-10,2025-10-10 22:46:00,Night,VIM-04,René-80,LPT Blade,2,1509.0,1056.8,45.0,6,6,0,1.0,[],40.4,0.74
EVT-10236,2025-10-10,2025-10-10 23:37:00,Night,VIM-02,IN738,Shroud,3,1518.6,1076.8,46.8,6,5,1,0.833,"[""Shell Crack""]",34.4,0.75
EVT-10237,2025-10-10,2025-10-11 00:43:00,Night,VIM-04,IN738,Shroud,4,1512.0,1091.8,48.9,6,4,2,0.667,"[""Dimensional"", ""Dimensional""]",35.6,0.75
EVT-10238,2025-10-10,2025-10-11 01:02:00,Night,VIM-01,Waspaloy,LPT Blade,5,1486.7,1038.1,46.6,8,6,2,0.75,"[""Stray Grain"", ""Shell Crack""]",26.9,0.8
EVT-10239,2025-10-10,2025-10-11 01:46:00,Night,VIM-02,IN738,Combustor Liner,6,1515.8,1067.8,49.8,6,4,2,0.667,"[""Inclusion"", ""Hot Tear""]",33.5,0.75
EVT-10240,2025-10-10,2025-10-11 02:31:00,Night,VIM-01,IN718,Seal Ring,7,1484.5,1022.5,45.1,12,10,2,0.833,"[""Inclusion"", ""Inclusion""]",41.5,0.754
EVT-10241,2025-10-10,2025-10-11 03:03:00,Night,VIM-01,IN718,HPT Blade,8,1520.5,1047.5,47.2,6,4,2,0.667,"[""Shell Crack"", ""Surface Finish""]",33.3,0.746
EVT-10242,2025-10-10,2025-10-11 03:56:00,Night,VIM-04,Waspaloy,Shroud,1,1513.7,1030.8,45.7,8,7,1,0.875,"[""Dimensional""]",34.4,0.708
EVT-10243,2025-10-10,2025-10-11 04:45:00,Night,VIM-01,CMSX-4,Nozzle Guide Vane,2,1547.8,1073.5,50.1,8,3,5,0.375,"[""Dimensional"", ""Shell Crack"", ""Stray Grain"", ""Misrun"", ""Shell Crack""]",37.7,0.56
EVT-10244,2025-10-11,2025-10-11 06:11:00,Day,VIM-03,CMSX-4,Nozzle Guide Vane,1,1542.4,1088.0,48.0,4,4,0,1.0,[],32.3,0.56
EVT-10245,2025-10-11,2025-10-11 06:53:00,Day,VIM-01,CMSX-4,LPT Blade,2,1542.9,1065.6,49.1,8,6,2,0.75,"[""Inclusion"", ""Dimensional""]",26.9,0.6
EVT-10246,2025-10-11,2025-10-11 07:32:00,Day,VIM-01,IN738,HPT Blade,3,1512.6,1074.3,52.1,4,3,1,0.75,"[""Porosity""]",36.5,0.79
EVT-10247,2025-10-11,2025-10-11 08:11:00,Day,VIM-02,CMSX-4,LPT Blade,4,1544.2,1061.9,51.2,6,3,3,0.5,"[""Stray Grain"", ""Surface Finish"", ""Shell Crack""]",43.1,0.62
EVT-10248,2025-10-11,2025-10-11 09:12:00,Day,VIM-01,IN738,HPT Blade,5,1514.5,1083.3,48.8,8,7,1,0.875,"[""Dimensional""]",34.6,0.79
EVT-10249,2025-10-11,2025-10-11 09:49:00,Day,VIM-02,IN718,Nozzle Guide Vane,6,1506.6,1050.6,51.3,8,8,0,1.0,[],31.8,0.82
EVT-10250,2025-10-11,2025-10-11 10:38:00,Day,VIM-04,Waspaloy,HPT Blade,7,1512.8,1051.9,46.5,8,4,4,0.5,"[""Inclusion"", ""Shell Crack"", ""Porosity"", ""Inclusion""]",33.4,0.81
EVT-10251,2025-10-11,2025-10-11 11:06:00,Day,VIM-04,CMSX-4,HPT Blade,8,1547.9,1088.2,51.6,4,2,2,0.5,"[""Stray Grain"", ""Misrun""]",40.4,0.62
EVT-10252,2025-10-11,2025-10-11 12:03:00,Day,VIM-03,Waspaloy,LPT Blade,1,1490.7,1053.8,49.0,6,5,1,0.833,"[""Dimensional""]",35.4,0.78
EVT-10253,2025-10-11,2025-10-11 12:39:00,Day,VIM-02,IN718,HPT Blade,2,1501.5,1047.7,46.1,4,4,0,1.0,[],38.8,0.8
EVT-10254,2025-10-11,2025-10-11 13:25:00,Day,VIM-04,IN718,LPT Blade,3,1523.1,1038.4,46.9,8,6,2,0.75,"[""Misrun"", ""Inclusion""]",43.2,0.782
EVT-10255,2025-10-11,2025-10-11 14:22:00,Day,VIM-04,IN718,HPT Blade,4,1504.3,1032.2,52.8,6,5,1,0.833,"[""Inclusion""]",32.3,0.82
EVT-10256,2025-10-11,2025-10-11 14:54:00,Day,VIM-02,IN718,HPT Blade,5,1488.2,1053.0,50.1,8,8,0,1.0,[],31.1,0.82
EVT-10257,2025-10-11,2025-10-11 15:32:00,Day,VIM-04,René-80,HPT Blade,6,1507.1,1057.6,52.4,8,7,1,0.875,"[""Dimensional""]",35.9,0.8
EVT-10258,2025-10-11,2025-10-11 13:55:00,Swing,VIM-03,IN718,Nozzle Guide Vane,1,1516.4,1025.5,50.7,12,8,4,0.667,"[""Porosity"", ""Shell Crack"", ""Shell Crack"", ""Dimensional""]",34.2,0.733
EVT-10259,2025-10-11,2025-10-11 14:19:00,Swing,VIM-03,Waspaloy,Shroud,2,1514.3,1010.8,49.6,6,3,3,0.5,"[""Porosity"", ""Stray Grain"", ""Porosity""]",35.7,0.788
EVT-10260,2025-10-11,2025-10-11 15:34:00,Swing,VIM-04,IN738,Seal Ring,3,1518.2,1061.9,50.6,6,4,2,0.667,"[""Inclusion"", ""Dimensional""]",34.2,0.79
EVT-10261,2025-10-11,2025-10-11 16:12:00,Swing,VIM-03,IN718,HPT Blade,4,1492.5,1048.0,49.5,6,5,1,0.833,"[""Dimensional""]",47.9,0.82
EVT-10262,2025-10-11,2025-10-11 21:59:00,Night,VIM-02,IN738,Seal Ring,1,1515.5,1047.5,49.0,8,6,2,0.75,"[""Porosity"", ""Dimensional""]",34.4,0.69
EVT-10263,2025-10-11,2025-10-11 22:52:00,Night,VIM-04,IN718,LPT Blade,2,1495.3,1067.4,50.3,6,5,1,0.833,"[""Porosity""]",37.1,0.76
EVT-10264,2025-10-11,2025-10-11 23:27:00,Night,VIM-02,IN738,Shroud,3,1520.9,1051.0,52.2,6,4,2,0.667,"[""Shell Crack"", ""Porosity""]",33.5,0.75
EVT-10265,2025-10-11,2025-10-12 00:28:00,Night,VIM-04,Waspaloy,LPT Blade,4,1486.3,1060.5,49.4,4,4,0,1.0,[],30.2,0.8
EVT-10266,2025-10-12,2025-10-12 05:37:00,Day,VIM-02,IN738,Shroud,1,1526.5,1044.3,58.5,4,3,1,0.75,"[""Misrun""]",32.5,0.702
EVT-10267,2025-10-12,2025-10-12 06:46:00,Day,VIM-02,René-80,LPT Blade,2,1509.3,1075.9,56.6,6,4,2,0.667,"[""Dimensional"", ""Porosity""]",30.9,0.767
EVT-10268,2025-10-12,2025-10-12 13:49:00,Swing,VIM-04,René-80,HPT Blade,1,1524.7,1066.2,50.9,12,9,3,0.75,"[""Hot Tear"", ""Shell Crack"", ""Surface Finish""]",33.3,0.713
EVT-10269,2025-10-12,2025-10-12 14:38:00,Swing,VIM-02,IN718,Nozzle Guide Vane,2,1499.1,1047.8,54.0,4,2,2,0.5,"[""Dimensional"", ""Inclusion""]",35.9,0.8
EVT-10270,2025-10-12,2025-10-12 15:40:00,Swing,VIM-03,IN718,LPT Blade,3,1474.8,1041.2,56.0,6,5,1,0.833,"[""Shell Crack""]",36.0,0.77
EVT-10271,2025-10-12,2025-10-12 16:08:00,Swing,VIM-02,René-80,Nozzle Guide Vane,4,1497.8,1077.3,53.8,8,6,2,0.75,"[""Porosity"", ""Inclusion""]",32.1,0.778
EVT-10272,2025-10-12,2025-10-12 22:02:00,Night,VIM-03,IN738,Combustor Liner,1,1516.5,1047.9,53.4,6,4,2,0.667,"[""Inclusion"", ""Shell Crack""]",32.0,0.69
